Title,Link,Sentence,Head,Tail,Relation
AIR DECONTAMINATION APPARATUS FOR HVAC SYSTEMS,https://patents.justia.com/patent/20210402038,An air decontamination apparatus for a common HVAC system includes a plurality of venturi holes.,venturi holes,hvac system,part of
AIR DECONTAMINATION APPARATUS FOR HVAC SYSTEMS,https://patents.justia.com/patent/20210402038,Each of the plurality of venturi holes including an antimicrobial coating.,antimicrobial,coating,subclass of
AIR DECONTAMINATION APPARATUS FOR HVAC SYSTEMS,https://patents.justia.com/patent/20210402038,"Wherein, the air decontamination apparatus is configured to kill bacteria and viruses in the airflow in the common HVAC system via the antimicrobial coating on each of the plurality of venturi holes.",ventilation,hvac system,part of
HVAC control system for a multizoned vehicle,https://patents.justia.com/patent/6460356,An HVAC control system for a vehicle with multiple environmental zones includes a datalink between the control elements of the HVAC systems that regulate the climate in the multiple environmental zones.,hvac control system,hvac,facet of
HVAC control system for a multizoned vehicle,https://patents.justia.com/patent/6460356,"A user of the HVAC control system may assign master status to the control head of the zone in which the user is located, and from that control head, control the environmental settings for HVAC systems servicing other zones in the vehicle.",control head,hvac control system,facet of
HVAC control system for a multizoned vehicle,https://patents.justia.com/patent/6460356,A data communication bus implemented in the vehicle may be used as the datalink.,data communication bus,datalink,use
HVAC CONTROLLER FOR A VARIABLE AIR VOLUME (VAV) BOX,https://patents.justia.com/patent/20160313018,This may include providing a user interface that supports a test and balance procedure of the VAV box.,test and balance,user interface,facet of
HVAC SYSTEM AND CONTROL METHOD THEREOF,https://patents.justia.com/patent/20210262686,"According to the present application, the HVAC system can operate in a steady and energy-saving way.",hvac,energy-saving,use
Foldable HVAC Conduit and Duct Collar,https://patents.justia.com/patent/20130306184,"What is presented is heating, ventilation, and air conditioning (HVAC) ductwork.",ductwork,"heating, ventilation, and air conditioning",part of
Foldable HVAC Conduit and Duct Collar,https://patents.justia.com/patent/20130306184,"The HVAC ductwork comprises a strip of material, which is divided into a plurality of circumferential segments by a plurality of living hinges.",ductwork,hvac,subclass of
Foldable HVAC Conduit and Duct Collar,https://patents.justia.com/patent/20130306184,The living hinges allow the HVAC ductwork to unfold for transportation and storage purposes.,ductwork,hvac,part of
SEAL AND DRAIN STRUCTURE FOR A FRONT AND REAR INTEGRATED HVAC SYSTEM,https://patents.justia.com/patent/20100273411,"A dual-integrated HVAC system for an automotive vehicle is provided that includes a housing, a front HVAC unit with a front blower, and rear HVAC unit with a rear blower whereby both the front and rear HVAC units are housed in the housing.",automotive vehicle,housing,has part
"HVAC ZONING DEVICES, SYSTEMS, AND METHODS",https://patents.justia.com/patent/20150369504,The HVAC system may include one or more register vents that may include vent dampers.,vent dampers,hvac,part of
"HVAC ZONING DEVICES, SYSTEMS, AND METHODS",https://patents.justia.com/patent/20150369504,The controller may receive sensed data received at the communications block from sensors of the HVAC system.,sensors,hvac system,part of
HVAC system for a work vehicle,https://patents.justia.com/patent/20060118290,The HVAC system is also configured to provide defog operation in both a manual mode and an automatic mode of operation.,defog,hvac,subclass of
DEVICES AND METHODS FOR INTERACTING WITH AN HVAC CONTROLLER,https://patents.justia.com/patent/20150053779,Voice recognition software identifies a trigger phrase included in the natural language audio message and in response the HVAC controller performs an action.,natural language,voice recognition,has part
DEVICES AND METHODS FOR INTERACTING WITH AN HVAC CONTROLLER,https://patents.justia.com/patent/20150053779,"The voice recognition software may be used to create a natural language text based message from a recorded voice message or streamed voice message, where the natural language text based message is translated into the command recognizable by the HVAC controller.",streamed voice message,natural language text based message,subclass of
DEVICES AND METHODS FOR INTERACTING WITH AN HVAC CONTROLLER,https://patents.justia.com/patent/20150053779,A user may communicate with the thermostat via the thermostat and/or a remote device.,remote device,thermostat,has part
REMAINING USEFUL LIFE ESTIMATOR OF COMPONENTS OF HVAC SYSTEM,https://patents.justia.com/patent/20210140663,The processor is configured to determine a remaining useful life (RUL) indication for the component of the HVAC system based on applying an analytical model using the input from the vibration sensor and to output the RUL indication.,remaining useful life,hvac system,facet of
LOW-POWER HVAC REMOTE CONTROLLER AND METHOD OF OPERATING THE SAME,https://patents.justia.com/patent/20220316735,"A heating, ventilation and air-conditioner (HVAC) remote controller for providing instructions for operation of an HVAC system, comprising: a processor configured to control operation of the HVAC remote controller and to generate instructions for the operation of the HVAC system; a pixelated display configured to consume less power when the pixelated display is in a static state than when it is not in the static state; a local input device configured to accept data from an operator; a light configured to illuminate the pixelated display; an isolated power source configured to provide operational power to at least the processor, the pixelated display, and the light; wherein the controller is configured to keep the light turned off except when the processor is actively performing an operation to control the HVAC system.",remote controller,"heating, ventilation and air-conditioner",use
IMPROVED WIRELESS HVAC COMPONENTS,https://patents.justia.com/patent/20180279222,"In one embodiment, excessive sleep current draw in a battery-powered device having a microcontroller is detected by measuring a voltage drop across a MOSFET device coupled in a for ward-conducting orientation in series between the battery and the microcontroller, causing a transistor to conduct when the voltage drop exceeds a predetermined threshold to generate a first trigger signal, integrating the first trigger signal to generate a second trigger signal, and generating an interrupt to the microcontroller.",mosfet,transistor,subclass of
"HVAC/R SYSTEM CONTAMINANT REMOVAL SOLVENT HAVING N-PROPANOL AND FLAME SUPPRESION ADDITIVES, AND METHOD FOR FLUSHING HVAC SYSTEMS USING THE SOLVENT",https://patents.justia.com/patent/20230313081,"An aerosolized HVAC/R system solvent for decontaminating HVAC/R components and line sets The solvent contains 25-90 wt % propellant, and 10-75 wt % solvent mixture which is about 60-95 wt % trans-1,2,dichloroethylene, about 5-20 wt % n-propanol, and an inerting constituent providing a weight percent ratio of the inerting constituent to n-propanol of less than 1.5.","trans-1,2,dichloroethylene",solvent,subject has role
HVAC System Mode Detection Based On Control Line Current,https://patents.justia.com/patent/20150362207,The monitoring server is configured to receive an aggregate control line current value from a monitoring device.,aggregate control line current,monitoring device,used by
