Title,Link,Sentence,Head,Tail,Relation
DETERMINING A CAUSE OF A FAULT IN AN HVAC SYSTEM,https://patents.justia.com/patent/20190128547,"One device includes a memory, and a processor configured to execute executable instructions stored in the memory to receive operational data associated with an HVAC system, store the received operational data in a database, determine, upon a fault occurring in the HVAC system, a cause of the fault by applying the operational data in the database to a table that maps causes of possible faults that may occur in the HVAC system and symptoms corresponding to each respective possible fault, and provide the cause of the fault occurring in the HVAC system to a user.",memory,processor,used by
ENVIRONMENTAL CONTROL FOR HVAC SYSTEM,https://patents.justia.com/patent/20160153676,The application control data are calculated to achieve a desired operating efficiency for the HVAC system.,operating efficiency,HVAC system,facet of
METHOD FOR PREDICTING HVAC ENERGY CONSUMPTION,https://patents.justia.com/patent/20140222396,A method for predicting energy consumption of an HVAC system is provided.,HVAC,system,subclass of
METHOD FOR PREDICTING HVAC ENERGY CONSUMPTION,https://patents.justia.com/patent/20140222396,"The method includes providing a model for an indoor temperature of a building, a model for an operating state of the HVAC system, and predicted future outdoor temperatures.",HVAC system,building,part of
HVAC damper control,https://patents.justia.com/patent/10746433,A hvac damper control is described.,hvac,damper control,subclass of
HVAC damper control,https://patents.justia.com/patent/10746433,"In an example, an apparatus comprises a manual actuator, wherein in a manual use of the manual actuator, the manual actuator is configured to open a hvac damper to an open position and close the damper to a closed position.",hvac damper,manual actuator,has part
HVAC damper control,https://patents.justia.com/patent/10746433,"When the actuator is connected to propulsion, the actuator is configured to drive itself to the open position, wherein the actuator is configured to lock to the manual actuator.",manual actuator,drive itself,use
DETERMINING EFFECTS OF A HVAC UNIT ON AN ENVIRONMENT,https://patents.justia.com/patent/20240053038,"A method, apparatus, and product, comprising performing, in an environment where a Heating, Ventilation, or Air Conditioning (HVAC) unit is deployed, the steps of: performing a testing phase that is configured to test an influence of the HVAC unit on a temperature of the environment, by: performing a testing sequence that comprises a sequence of two or more actions, wherein an action comprises instructing the HVAC unit to change its target temperature, and performing measurements of effects of the actions on the temperature of the environment; based on the testing phase, generating a temperature profile that indicates the influence of the HVAC unit on the temperature of the environment; and based on the temperature profile, generating a recommendation for a utilization of the HVAC unit.","Heating, Ventilation, or Air Conditioning",HVAC,subclass of
HVAC adapter curb and installation method,https://patents.justia.com/patent/10578337,An adapter curb for supporting a new HVAC unit on an existing HVAC curb at a work site is disclosed.,HVAC unit,HVAC,use
HVAC adapter curb and installation method,https://patents.justia.com/patent/10578337,"One or more components can be pre-installed on the adapter curb frame, including but not limited to an electrical connection assembly, upper and lower sealing elements, interior insulation, one or more wind brackets, and/or a plurality of lifting flanges.",lifting flanges,curb frame,part of
TIME-CONSTRAINED CONTROL OF AN HVAC SYSTEM,https://patents.justia.com/patent/20190170380,"An HVAC system includes an indoor unit, an outdoor unit, a thermostat, and a remote control device.",thermostat,remote control device,subclass of
TIME-CONSTRAINED CONTROL OF AN HVAC SYSTEM,https://patents.justia.com/patent/20190170380,"The indoor unit comprises a first variable speed drive (VSD) to control a speed of HVAC rotary components within the indoor unit, and the outdoor unit comprises a second VSD to control a speed of HVAC rotary components within the outdoor unit.",variable speed drive,HVAC,use
TIME-CONSTRAINED CONTROL OF AN HVAC SYSTEM,https://patents.justia.com/patent/20190170380,"The remote control device transmits a signal to the system controller to alter the speed of the HVAC rotary components, where the HVAC rotary components operate at a high speed mode which is above the preset speed limit of the respective HVAC rotary component to achieve an enhanced cooling mode.",system controller,remote control device,subclass of
HVAC SYSTEM DISCOMFORT INDEX AND DISPLAY,https://patents.justia.com/patent/20200271345,"A system and method for controlling a heating, ventilation, and air-conditioning (HVAC) system is provided.","heating, ventilation, and air-conditioning",HVAC,subclass of
HVAC SYSTEM DISCOMFORT INDEX AND DISPLAY,https://patents.justia.com/patent/20200271345,"Aspects include receiving, from a sensor, operational data associated with the HVAC system, receiving, from the sensor, environmental data associated with the HVAC system, analyzing the operational data and the environmental data to determine a potential comfort issue with the HVAC system, receiving a discomfort index associated with the HVAC system, plotting an indicia on the discomfort index based on the operational data and the environmental data, and determining a root cause of the potential comfort issue based at least in part on a coordinate of the indicia on the discomfort index.",discomfort index,indicia,subclass of
HVAC unit housing assembly,https://patents.justia.com/patent/7101278,"The present invention provides a vehicle ventilation system, and, in particular, a heating and air-conditioning assembly and method of making such an assembly, wherein the assembly comprises a multi-portion HVAC housing and an alignment feature.",heating and air-conditioning,ventilation system,has part
HVAC unit housing assembly,https://patents.justia.com/patent/7101278,"Preferably, the alignment feature is a baffle, or, in particular, a cross flow baffle, that serves an air directing as well as bridge function between housing portions of the HVAC, reducing packaging space for the HVAC unit while providing ease of assembly and reduced tool complexity for multi-piece HVAC housings.",cross flow baffle,baffle,subclass of
Detecting and diagnosing faults in HVAC equipment,https://patents.justia.com/patent/7444251,"A method and system detects and diagnoses faults in heating, ventilating and air conditioning (HVAC) equipment.","heating, ventilating and air conditioning",HVAC,subclass of
Detecting and diagnosing faults in HVAC equipment,https://patents.justia.com/patent/7444251,Internal state variables of the HVAC equipment are measured under external driving conditions.,HVAC,equipment,subclass of
Detecting and diagnosing faults in HVAC equipment,https://patents.justia.com/patent/7444251,Expected internal state variables are predicted for the HVAC equipment operating under the external driving conditions using a locally weighted regression model.,locally weighted regression,predicted,subclass of
Detecting and diagnosing faults in HVAC equipment,https://patents.justia.com/patent/7444251,Features are determined of the HVAC based on differences between the measured and predicted state variables.,features,HVAC,facet of
Detecting and diagnosing faults in HVAC equipment,https://patents.justia.com/patent/7444251,The features are classified to determine a condition of the HVAC equipment.,HVAC,equipment,subclass of
Method and system for HVAC malfunction and inefficiency detection over smart meters data,https://patents.justia.com/patent/11092953,"The said method comprise the steps of: a. monitoring the power consumption of a plurality of households; b. monitoring the concurrent environmental conditions at the location of the said plurality of households; c. analyzing each household's power consumption, and extracting weighted failure indications of inefficient or malfunctioning HVAC systems; d. determining the probability of various HVAC conditions of malfunction of inefficiency, according to the said weighted indicators; and e. emitting a an alert in relation to the said condition of HVAC malfunction of inefficiency, comprising at least one of: HVAC malfunction type, probability, probable cause, and suggested action.",HVAC malfunction,HVAC,facet of
